,Unnamed: 0,Substance Name,Substance ID,Published Report Count inc cellar,ID List URL,Data XML Blob,Alternate/Other Names,Equiv (Child) Substance IDs
184,185, Aleph-4                                       ,557,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=557&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=557&amp;format=xml"">Experience Data</a> "," 2,5-dimethoxy-4-(i)-propylthioamphetamine                                                                                               ",                                                                                                                                                              
627,628, Naproxen                                      ,532,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=532&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=532&amp;format=xml"">Experience Data</a> ", Alieve; Anaprox                                                                                                                         ,                                                                                                                                                              
21,22, 2-hydroxycocaine                              ,685,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=685&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=685&amp;format=xml"">Experience Data</a> ", 2'-hydroxycocaine                                                                                                                       ,                                                                                                                                                              
337,338, Desvenlafaxine                                ,828,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=828&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=828&amp;format=xml"">Experience Data</a> ", Pristiq                                                                                                                                 ,                                                                                                                                                              
602,603, Muira-Puama                                   ,924,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=924&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=924&amp;format=xml"">Experience Data</a> ", Ptychopetalum olacoides                                                                                                                 ,                                                                                                                                                              
19,20, 2-Fluoroethamphetamine                        ,895,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=895&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=895&amp;format=xml"">Experience Data</a> ", 2-FEA                                                                                                                                   ,                                                                                                                                                              
616,617, Mushrooms - P. weilii                         ,127,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=127&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=127&amp;format=xml"">Experience Data</a> ", Psilocybe weilii                                                                                                                        ,                                                                                                                                                              
165,166, Acacia maidenii                               ,825,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=825&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=825&amp;format=xml"">Experience Data</a> ", A. maidenii                                                                                                                             ,                                                                                                                                                              
82,83, 3F-PCP                                        ,918,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=918&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=918&amp;format=xml"">Experience Data</a> ", 3-Fluoro-PCP                                                                                                                            ,                                                                                                                                                              
314,315, Coluracetam                                   ,800,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=800&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=800&amp;format=xml"">Experience Data</a> ", BCI-540; MKC-231                                                                                                                        ,                                                                                                                                                              
22,23, 2-Me-DMT                                      ,453,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=453&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=453&amp;format=xml"">Experience Data</a> "," Tihkal-34; 2,N,N-Trimethyl Tryptamine                                                                                                   ",                                                                                                                                                              
158,159, 7-Hydroxymitragynine                          ,416,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=416&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=416&amp;format=xml"">Experience Data</a> ", 7-HO-Mitragynine                                                                                                                        ,                                                                                                                                                              
629,630, NBOH Series                                   ,617,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=617&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=617&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ," 615, 614, 763, 890                                                                                                                                           "
155,156, 6-APDB                                        ,622,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=622&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=622&amp;format=xml"">Experience Data</a> "," 6-(2-Aminopropyl)-2,3-dihydrobenzofuran; 4-Desoxy-MDA; EMA-3                                                                            ",                                                                                                                                                              
149,150, 5-Methoxy-Tryptamine                          ,606,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=606&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=606&amp;format=xml"">Experience Data</a> ", 5-MT; Mexamine                                                                                                                          ,                                                                                                                                                              
143,144, 5-MeO-MALT                                    ,883,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=883&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=883&amp;format=xml"">Experience Data</a> ", 5-methoxy-N-methyl-N-allyltryptamine                                                                                                    ,                                                                                                                                                              
147,148, 5-MeO-TMT                                     ,713,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=713&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=713&amp;format=xml"">Experience Data</a> "," 5-MeO-2-TMT; Indapex; 5-methoxy-2,N,N-trimethyltryptamine                                                                               ",                                                                                                                                                              
321,322, Cyclazodone                                   ,939,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=939&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=939&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
166,167, Acacia phlebophylla                           ,824,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=824&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=824&amp;format=xml"">Experience Data</a> ", A. phlebophylla                                                                                                                         ,                                                                                                                                                              
108,109, 4-HO-MALT                                     ,843,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=843&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=843&amp;format=xml"">Experience Data</a> ", 4-hydroxy-4-methyl-allyl-tryptamine                                                                                                     ,                                                                                                                                                              
350,351, Diphenyl-2-pyrrolidinemethanol                ,506,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=506&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=506&amp;format=xml"">Experience Data</a> ", D2PM                                                                                                                                    ,                                                                                                                                                              
575,576, Metonitazene                                  ,949,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=949&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=949&amp;format=xml"">Experience Data</a> ", Q60791185                                                                                                                               ,                                                                                                                                                              
133,134, 5-MeO-AET                                     ,370,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=370&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=370&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
548,549, Meclofenoxate                                 ,829,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=829&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=829&amp;format=xml"">Experience Data</a> ", Centrophenoxine; Lucidril; Acephen                                                                                                      ,                                                                                                                                                              
556,557, Mescaline-NBOMe                               ,543,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=543&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=543&amp;format=xml"">Experience Data</a> ", 345-NBOMe                                                                                                                               ,                                                                                                                                                              
567,568, Methoxmetamine                                ,762,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=762&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=762&amp;format=xml"">Experience Data</a> ", 3-MeO-2'-Oxo-PCM; MXM; MMXE                                                                                                             ,                                                                                                                                                              
349,350, Diphenoxylate                                 ,739,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=739&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=739&amp;format=xml"">Experience Data</a> ", Diocalm; Lomotil                                                                                                                        ,                                                                                                                                                              
25,26, 2-Methylmethcathinone                         ,771,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=771&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=771&amp;format=xml"">Experience Data</a> ", 2-MMC                                                                                                                                   ,                                                                                                                                                              
346,347, Dioscorea spp.                                ,354,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=354&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=354&amp;format=xml"">Experience Data</a> ", Wild Yam                                                                                                                                ,                                                                                                                                                              
357,358, DMMDA                                         ,554,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=554&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=554&amp;format=xml"">Experience Data</a> "," 2,5-DIMETHOXY-3,4-METHYLENEDIOXYAMPHETAMINE                                                                                             ",                                                                                                                                                              
302,303, Clenbuterol                                   ,180,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=180&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=180&amp;format=xml"">Experience Data</a> ", Broncodil                                                                                                                               ,                                                                                                                                                              
543,544, MDPHP                                         ,773,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=773&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=773&amp;format=xml"">Experience Data</a> "," 3,4-Methylenedioxypyrrolidinohexiophenone                                                                                               ",                                                                                                                                                              
576,577, Metoprolol                                    ,510,2," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=510&amp;max=3"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=510&amp;format=xml"">Experience Data</a> ", Lopressor; Toprol                                                                                                                       ," 229, 72                                                                                                                                                      "
89,90, 4-AcO-EIPT                                    ,526,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=526&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=526&amp;format=xml"">Experience Data</a> ", 4-acetoxy-N-ethyl-N-isopropyltryptamine                                                                                                 ,                                                                                                                                                              
255,256, Butyrfentanyl                                 ,765,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=765&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=765&amp;format=xml"">Experience Data</a> ", Butyrylfentanyl; Butyr-fentanyl                                                                                                         ,                                                                                                                                                              
100,101, 4-Fluorococaine                               ,679,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=679&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=679&amp;format=xml"">Experience Data</a> ", 4-FC; 4'-[18F]fluorococaine                                                                                                             ,                                                                                                                                                              
899,900, Tilidine                                      ,781,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=781&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=781&amp;format=xml"">Experience Data</a> "," Tilidin, Valoron                                                                                                                        ",                                                                                                                                                              
320,321, Cranial Electrotherapy Stimulation            ,705,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=705&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=705&amp;format=xml"">Experience Data</a> ", CES Device                                                                                                                              , 704                                                                                                                                                          
317,318," CP 47,497                                     ",533,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=533&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=533&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
907,908, Transcranial Focused Ultrasound               ,884,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=884&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=884&amp;format=xml"">Experience Data</a> ", tFUS                                                                                                                                    ,                                                                                                                                                              
316,317, Coryphantha macromeris                        ,893,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=893&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=893&amp;format=xml"">Experience Data</a> ", Dona Ana Cactus                                                                                                                         ,                                                                                                                                                              
787,788, Pharms - Tranylcypromine                      ,882,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=882&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=882&amp;format=xml"">Experience Data</a> ", Parnate                                                                                                                                 ,                                                                                                                                                              
95,96, 4-Chloroethcathinone                          ,734,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=734&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=734&amp;format=xml"">Experience Data</a> ", 4-CEC                                                                                                                                   ,                                                                                                                                                              
790,791, Pharms - Valproate                            ,511,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=511&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=511&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
802,803, Phenethylamines - Other                       ,257,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=257&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=257&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
90,91, 4-AcO-EPT                                     ,901,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=901&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=901&amp;format=xml"">Experience Data</a> ", 4-acetoxy-EPT; 4-acetoxy-N-ethyl-N-propyltryptamine; 3-{2-[Ethyl(propyl)amino]ethyl}-1H-indol-4-yl acetate                              ,                                                                                                                                                              
94,95, 4-AcO-MPT                                     ,867,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=867&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=867&amp;format=xml"">Experience Data</a> ", 4-acetoxy-N-methyl-N-propyltryptamine                                                                                                   ,                                                                                                                                                              
297,298, Chlorobutanol                                 ,850,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=850&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=850&amp;format=xml"">Experience Data</a> ", Trichlorobutyl alcohol; trichloro-2-methyl-2-propanol                                                                                   ,                                                                                                                                                              
290,291, Cerebrolysin                                  ,600,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=600&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=600&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
285,286, Casimiroa edulis                              ,427,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=427&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=427&amp;format=xml"">Experience Data</a> ", White Sapote                                                                                                                            ,                                                                                                                                                              
648,649, Ondansetron                                   ,626,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=626&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=626&amp;format=xml"">Experience Data</a> ", Zofran                                                                                                                                  ,                                                                                                                                                              
215,216, Atropine                                      ,912,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=912&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=912&amp;format=xml"">Experience Data</a> ", Atropen; Daturin                                                                                                                        ,                                                                                                                                                              
813,814, Pinoline                                      ,718,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=718&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=718&amp;format=xml"">Experience Data</a> ", 5-methoxytryptoline; 6-MeO-THBC; 6-MeO-THbC; 5-MeO-TLN                                                                                  ,                                                                                                                                                              
848,849, Sakae Naa                                     ,623,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=623&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=623&amp;format=xml"">Experience Data</a> ", Combretum quadrangulare                                                                                                                 ,                                                                                                                                                              
852,853, Salvia sclarea                                ,905,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=905&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=905&amp;format=xml"">Experience Data</a> ", Clary Sage                                                                                                                              ,                                                                                                                                                              
854,855, Salvia spp.                                   ,852,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=852&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=852&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
855,856, Salvia verticillata                           ,862,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=862&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=862&amp;format=xml"">Experience Data</a> ", Lilac Sage                                                                                                                              ,                                                                                                                                                              
172,173, ADB-FUBINACA                                  ,914,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=914&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=914&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
858,859, Salvinorin B Ethoxymethyl Ether               ,641,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=641&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=641&amp;format=xml"">Experience Data</a> ", Salvia Symmetry                                                                                                                         ,                                                                                                                                                              
135,136, 5-MeO-BFE                                     ,714,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=714&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=714&amp;format=xml"">Experience Data</a> "," dimemebfe; 2-(5-Methoxy-1-benzofuran-3-yl)-N,N-dimethylethanamine                                                                       ",                                                                                                                                                              
