Substance Name,Substance ID,Published Report Count inc cellar,ID List URL,Data XML Blob,Alternate/Other Names,Equiv (Child) Substance IDs
 Pharms - Amineptine                           ,859,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=859&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=859&amp;format=xml"">Experience Data</a> ", Survector                                                                                                                               ,                                                                                                                                                              
 Mephentermine                                 ,941,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=941&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=941&amp;format=xml"">Experience Data</a> "," N,&#945;,&#945;-MePEA                                                                                                                   ",                                                                                                                                                              
 Ilex guayusa                                  ,462,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=462&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=462&amp;format=xml"">Experience Data</a> ", Guayusa                                                                                                                                 ,                                                                                                                                                              
 Ilex vomitoria                                ,827,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=827&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=827&amp;format=xml"">Experience Data</a> ", Yaupon                                                                                                                                  ,                                                                                                                                                              
 2C-T                                          ,805,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=805&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=805&amp;format=xml"">Experience Data</a> "," 2,5-dimethoxy-4-methylthiophenethylamine                                                                                                ",                                                                                                                                                              
 Donepezil                                     ,751,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=751&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=751&amp;format=xml"">Experience Data</a> ", Aricept                                                                                                                                 ,                                                                                                                                                              
 Pharms - Nortriptyline                        ,464,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=464&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=464&amp;format=xml"">Experience Data</a> ", Aventyl; Pamelor                                                                                                                        ,                                                                                                                                                              
 Etodesnitazene                                ,948,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=948&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=948&amp;format=xml"">Experience Data</a> ", Etazene; Unii-H7YW5L26CS                                                                                                                ,                                                                                                                                                              
 Estradiol                                     ,909,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=909&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=909&amp;format=xml"">Experience Data</a> ", Oestradiol; E2                                                                                                                          ,                                                                                                                                                              
 Erythroxylum novogranatense                   ,494,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=494&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=494&amp;format=xml"">Experience Data</a> ", Coca Species; Cocaine Source Plant                                                                                                      ,                                                                                                                                                              
 Pharms - Perazine                             ,430,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=430&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=430&amp;format=xml"">Experience Data</a> ", Taxilan                                                                                                                                 ,                                                                                                                                                              
 Epimedium spp.                                ,460,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=460&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=460&amp;format=xml"">Experience Data</a> ", Horny Goatweed; E. sagittatum                                                                                                           ,                                                                                                                                                              
 Ephedra nevadensis                            ,889,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=889&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=889&amp;format=xml"">Experience Data</a> ", Desert Tea                                                                                                                              ,                                                                                                                                                              
 Echinacea                                     ,636,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=636&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=636&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 DMT-Containing                                ,823,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=823&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=823&amp;format=xml"">Experience Data</a> "," Any material or mixture that contains N,N-DMT                                                                                           ",                                                                                                                                                              
 Fasoracetam                                   ,913,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=913&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=913&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 Ditran                                        ,854,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=854&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=854&amp;format=xml"">Experience Data</a> ", JB-329                                                                                                                                  ,                                                                                                                                                              
 Dexamethasone                                 ,920,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=920&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=920&amp;format=xml"">Experience Data</a> ", Ozurdex; DexPak                                                                                                                         ,                                                                                                                                                              
 Detomidine                                    ,869,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=869&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=869&amp;format=xml"">Experience Data</a> ", Dormosedan                                                                                                                              ,                                                                                                                                                              
 3-Methylmethamphetamine                       ,964,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=964&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=964&amp;format=xml"">Experience Data</a> ", 3-Me-MA; 3-MMA                                                                                                                          ,                                                                                                                                                              
 Desoxyescaline                                ,876,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=876&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=876&amp;format=xml"">Experience Data</a> "," 4-ethyl-3,5-dimethoxyphenethylamine                                                                                                     ",                                                                                                                                                              
 3C-B                                          ,438,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=438&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=438&amp;format=xml"">Experience Data</a> "," 4-(n)-butoxy-3,5-dimethoxyamphetamine                                                                                                   ",                                                                                                                                                              
 Desfontainia spp.                             ,644,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=644&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=644&amp;format=xml"">Experience Data</a> "," Michay; Chapico; Taique, spinosa (=obovata; parvifolia); hookeri                                                                        ",                                                                                                                                                              
 Tropane Plants                                ,808,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=808&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=808&amp;format=xml"">Experience Data</a> ", Brugmansia; Datura; Belladonna; Brunfelsia                                                                                              ," 84, 146, 9, 15                                                                                                                                               "
 2C-T-13                                       ,749,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=749&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=749&amp;format=xml"">Experience Data</a> "," 2,5-dimethoxy-4-(2-methoxyethylthio)phenethylamine                                                                                      ",                                                                                                                                                              
 3-Me-PCE                                      ,958,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=958&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=958&amp;format=xml"">Experience Data</a> ", 3-Methyl-PCE; N-Ethyl-1-(3-methylphenyl)cyclohexan-1-amine                                                                              ,                                                                                                                                                              
 Pharms - Levorphanol                          ,409,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=409&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=409&amp;format=xml"">Experience Data</a> ", Dromoran                                                                                                                                ,                                                                                                                                                              
 Vaccinium myrtillus                           ,841,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=841&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=841&amp;format=xml"">Experience Data</a> ", Bilberry                                                                                                                                ,                                                                                                                                                              
 HXE                                           ,940,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=940&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=940&amp;format=xml"">Experience Data</a> ", 3-HO-2&#8242;-Oxo-PCE                                                                                                                   ,                                                                                                                                                              
" 3,4-MD-PCP                                    ",959,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=959&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=959&amp;format=xml"">Experience Data</a> "," 1-[1-(2H-1,3-Benzodioxol-5-yl)cyclohexyl]piperidine                                                                                     ",                                                                                                                                                              
 Vardenafil                                    ,741,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=741&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=741&amp;format=xml"">Experience Data</a> ", Levitra                                                                                                                                 ,                                                                                                                                                              
 HU-210                                        ,866,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=866&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=866&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 HOT-7                                         ,746,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=746&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=746&amp;format=xml"">Experience Data</a> "," 2,5-DIMETHOXY-N-HYDROXY-4-(n)-PROPYLTHIOPHENETHYLAMINE                                                                                  ",                                                                                                                                                              
 Pharms - Levofloxacin                         ,440,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=440&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=440&amp;format=xml"">Experience Data</a> ", Levaquin                                                                                                                                ,                                                                                                                                                              
 3-Chloroethcathinone                          ,891,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=891&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=891&amp;format=xml"">Experience Data</a> ", 3-CEC                                                                                                                                   ,                                                                                                                                                              
 Pharms - Levothyroxine                        ,465,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=465&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=465&amp;format=xml"">Experience Data</a> ", L-Thyroxine                                                                                                                             ,                                                                                                                                                              
 HOT-17                                        ,747,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=747&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=747&amp;format=xml"">Experience Data</a> "," 2,5-DIMETHOXY-4-(s)-BUTYLTHIO-N-HYDROXYPHENETHYLAMINE                                                                                   ",                                                                                                                                                              
 Stimulants                                    ,707,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=707&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=707&amp;format=xml"">Experience Data</a> ", Psychostimulant                                                                                                                         ," 37, 580, 668, 6, 3, 519, 680, 276, 696, 722, 798, 786, 895, 915, 916, 941, 944                                                                               "
 Pharms - Losartan                             ,846,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=846&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=846&amp;format=xml"">Experience Data</a> ", Cozaar                                                                                                                                  ,                                                                                                                                                              
 Halothane                                     ,429,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=429&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=429&amp;format=xml"">Experience Data</a> "," 2-bromo-2-chloro-1,1,1-trifluoro-ethane                                                                                                 ",                                                                                                                                                              
 3-Chloromethcathinone                         ,965,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=965&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=965&amp;format=xml"">Experience Data</a> ", 3-CMC; Clophedrone                                                                                                                      ,                                                                                                                                                              
 Gamma-Crotonolactone                          ,382,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=382&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=382&amp;format=xml"">Experience Data</a> ", GCL                                                                                                                                     ,                                                                                                                                                              
 Frankincense                                  ,779,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=779&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=779&amp;format=xml"">Experience Data</a> ", Boswellia spp.                                                                                                                          ,                                                                                                                                                              
 3-Cl-PCP                                      ,928,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=928&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=928&amp;format=xml"">Experience Data</a> ", 1-[1-(3-Chlorophenyl)cyclohexyl]piperidine                                                                                              ,                                                                                                                                                              
 Flutoprazepam                                 ,868,1," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=868&amp;max=2"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=868&amp;format=xml"">Experience Data</a> ", Restas                                                                                                                                  ,                                                                                                                                                              
 3-Fluoromethamphetamine                       ,792,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=792&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=792&amp;format=xml"">Experience Data</a> ", 3-FMA                                                                                                                                   ,                                                                                                                                                              
 Tabernaemontana undulata                      ,791,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=791&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=791&amp;format=xml"">Experience Data</a> ", Sananga; Becchete                                                                                                                       ,                                                                                                                                                              
" 2-, 3-, or 4-Methylmethcathinone              ",796,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=796&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=796&amp;format=xml"">Experience Data</a> "," Methylmethcathinones; [2,3,4]-methylmethcathinone                                                                                       "," 592, 771, 458                                                                                                                                                "
 Triazolam                                     ,632,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=632&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=632&amp;format=xml"">Experience Data</a> ", Halcion; Trilam                                                                                                                         ,                                                                                                                                                              
 4B-MAR                                        ,953,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=953&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=953&amp;format=xml"">Experience Data</a> ", 4'-Bromo-4-methylaminorex                                                                                                               ,                                                                                                                                                              
 Vortioxetine                                  ,770,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=770&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=770&amp;format=xml"">Experience Data</a> ", Trintellix                                                                                                                              ,                                                                                                                                                              
 Tryptamines - Substituted                     ,698,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=698&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=698&amp;format=xml"">Experience Data</a> ", TIHKAL Chems                                                                                                                            ," 21, 110, 18, 16, 365, 188, 603, 607, 387, 55, 342, 364, 57, 58, 391, 281, 608, 2, 688, 855, 910, 931, 952, 960                                               "
 zz Mood_Stabilizers                           ,937,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=937&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=937&amp;format=xml"">Experience Data</a> ", Johns Hopkins Study Group Mood Stabilizer                                                                                               ," 752, 310, 432, 91, 511, 512                                                                                                                                  "
 4-Chloromethcathinone                         ,723,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=723&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=723&amp;format=xml"">Experience Data</a> ", 4-CMC                                                                                                                                   ,                                                                                                                                                              
 Cariprazine                                   ,932,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=932&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=932&amp;format=xml"">Experience Data</a> ", Vraylar                                                                                                                                 ,                                                                                                                                                              
 5-MES-DMT                                     ,782,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=782&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=782&amp;format=xml"">Experience Data</a> ", 5-Methylthio-DMT; 5-SCH3-DMT                                                                                                            ,                                                                                                                                                              
 Ethylene                                      ,433,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=433&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=433&amp;format=xml"">Experience Data</a> ", Ethene                                                                                                                                  ,                                                                                                                                                              
 Pharms - Corticosteroid                       ,675,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=675&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=675&amp;format=xml"">Experience Data</a> ", Corticosteroids                                                                                                                         ," 226, 920                                                                                                                                                     "
 Lofepramine                                   ,582,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=582&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=582&amp;format=xml"">Experience Data</a> "," Gamanil, Tymelyt, Lomont                                                                                                                ",                                                                                                                                                              
 Levamisole                                    ,633,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=633&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=633&amp;format=xml"">Experience Data</a> ",                                                                                                                                         ,                                                                                                                                                              
 Jojoba                                        ,648,0," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_list&amp;substance_id=648&amp;max=1"">Experience List</a>   "," <a href=""https://erowid.org/experiences/research/exp_api.php?api_code=berkeley_bcsp_tyrone_2022&amp;a=experience_data&amp;substance_id=648&amp;format=xml"">Experience Data</a> ", Simmondsia chinensis                                                                                                                    ,                                                                                                                                                              
